Transaction ID,Item Name,Seller Name,Brand Name,Sector Name,Category Name,User ID,Transaction Amount,Unit Price,Transaction Date
845683209711123496,Item 236,Seller 2,Brand 5,Sector 1,Cata 15,042921767691,6552.48405973551,6102.190072116923,2022-03-28
917246596911723700,Item 49,Seller 195,Brand 18,Sector 2,Cata 9,718866757649,12614.718250434897,5652.454145505982,2023-08-26
791086396518386906,Item 59,Seller 149,Brand 9,Sector 2,Cata 20,690582065390,18092.185400774728,5846.172772939428,2022-06-04
589386513996671651,Item 170,Seller 198,Brand 15,Sector 5,Cata 6,915914730022,7708.007518291948,5737.000176491928,2022-10-28
912453674501049142,Item 188,Seller 43,Brand 12,Sector 4,Cata 19,802402926160,7470.698689026746,4960.1414925312265,2022-10-22
557641591451163386,Item 271,Seller 82,Brand 6,Sector 2,Cata 3,471588840836,4950.80526427853,5398.415552244055,2022-08-10
034877549364389579,Item 190,Seller 108,Brand 14,Sector 7,Cata 5,499871241176,11216.199033123448,5711.135259788822,2023-08-10
722668455381065378,Item 175,Seller 197,Brand 18,Sector 4,Cata 2,043335953025,5562.047811517226,4628.776004254889,2022-03-23
405782396367273620,Item 51,Seller 137,Brand 16,Sector 4,Cata 13,541553730633,13457.86134364174,4617.1220942199325,2023-08-12
985124402592443238,Item 55,Seller 156,Brand 13,Sector 7,Cata 15,008763207833,7583.823076467155,5593.578771947017,2023-11-22
119039725270222328,Item 244,Seller 26,Brand 20,Sector 2,Cata 8,182519603646,8802.991267373698,5377.528587165676,2023-10-31
313057241829967720,Item 131,Seller 82,Brand 6,Sector 5,Cata 18,447192399676,5021.204249414223,3758.615815270741,2024-04-03
315860687567449868,Item 135,Seller 83,Brand 2,Sector 2,Cata 19,298734797932,20753.33674142672,4602.479721609795,2024-04-05
208845720474419823,Item 21,Seller 131,Brand 1,Sector 5,Cata 18,711213838166,10509.407421096941,5010.779369811541,2023-02-06
982959064516361653,Item 167,Seller 73,Brand 15,Sector 7,Cata 3,570768573121,4234.789184942234,5750.502149656577,2022-08-11
286722262902308838,Item 274,Seller 100,Brand 17,Sector 4,Cata 5,442501855361,11385.75085546243,5251.5437572039245,2022-09-29
035025363049313353,Item 89,Seller 49,Brand 14,Sector 1,Cata 6,125871297244,1526.9136575124357,6074.5261484220555,2022-10-16
429350415565563479,Item 14,Seller 145,Brand 18,Sector 1,Cata 3,615792242762,6708.070603320302,5137.875743696897,2022-11-12
020766270049176878,Item 242,Seller 63,Brand 15,Sector 2,Cata 6,731464175846,12127.72700038732,5222.102639088876,2022-08-21
688693953831912689,Item 265,Seller 55,Brand 8,Sector 5,Cata 3,978902630173,12601.038878237205,6656.642818634883,2022-10-22
778494786508703121,Item 53,Seller 151,Brand 4,Sector 2,Cata 20,413395215162,14475.63701993395,5923.957693875813,2022-05-09
436809188124591413,Item 92,Seller 34,Brand 18,Sector 2,Cata 18,596179327208,16515.569744262844,6027.752231715764,2024-08-22
730104370066764511,Item 264,Seller 105,Brand 2,Sector 5,Cata 19,893699674729,9118.880543649366,5129.050173038015,2022-02-27
177215040201471599,Item 35,Seller 105,Brand 12,Sector 2,Cata 20,362319775354,14466.71538008976,5379.8870653566655,2022-03-18
061688011434852906,Item 206,Seller 69,Brand 6,Sector 6,Cata 16,106280996186,14016.305553686618,5514.432165183996,2022-07-23
754204591593304205,Item 81,Seller 15,Brand 6,Sector 2,Cata 3,662769608442,14217.891797399105,5385.7727234902295,2024-02-17
863270738883821205,Item 50,Seller 175,Brand 14,Sector 1,Cata 18,633533023267,2585.3728830924247,5583.296227187581,2024-02-27
274747212317819652,Item 2,Seller 3,Brand 6,Sector 2,Cata 2,845271165960,11297.313318373923,5578.369309744968,2023-06-13
035630515247360583,Item 54,Seller 156,Brand 18,Sector 8,Cata 2,689297353111,8548.90983192856,5405.807225778915,2022-10-07
761705657169883305,Item 106,Seller 3,Brand 8,Sector 4,Cata 2,113061120717,16518.327413951236,5372.654067113782,2024-03-02
398839941148813704,Item 260,Seller 102,Brand 14,Sector 2,Cata 2,127791443801,10536.542547330147,6193.2970907060335,2023-06-16
743181860608964517,Item 191,Seller 4,Brand 15,Sector 4,Cata 18,420548553401,8010.615467252989,5067.33626690348,2022-03-07
146366736877468025,Item 218,Seller 88,Brand 14,Sector 5,Cata 19,936024996409,8445.538102993269,5270.7044757022395,2023-11-13
449605924648328666,Item 44,Seller 159,Brand 18,Sector 2,Cata 3,356541941310,8158.430031728965,4781.775529242544,2023-09-26
215396022340672109,Item 162,Seller 45,Brand 6,Sector 5,Cata 2,847927683832,10788.037277000458,5040.510837171108,2022-10-31
636419403773566646,Item 202,Seller 187,Brand 2,Sector 2,Cata 3,344970180270,11610.006122446628,5261.667965162348,2023-10-07
414631792035949038,Item 270,Seller 45,Brand 2,Sector 2,Cata 15,014789549427,8991.508608153721,5554.223534125881,2022-03-02
489138028030177990,Item 271,Seller 75,Brand 18,Sector 4,Cata 6,734143068265,8381.77863808952,5918.58537091648,2023-06-16
062675630073867046,Item 215,Seller 165,Brand 19,Sector 2,Cata 20,478285923783,5224.531752069437,5928.31543133375,2022-08-26
640637749105476372,Item 252,Seller 193,Brand 6,Sector 7,Cata 2,952156201602,17212.203937187653,6176.348093583873,2023-05-04
499065168677448348,Item 190,Seller 9,Brand 14,Sector 1,Cata 20,961081166617,8623.194771469744,5003.151801587865,2024-08-04
311396452019410891,Item 296,Seller 145,Brand 1,Sector 5,Cata 1,049658312851,11198.737941034633,5072.6442945539375,2024-06-28
380806230991316107,Item 213,Seller 118,Brand 5,Sector 2,Cata 8,832230034196,12081.105124557464,4954.109731313726,2022-10-30
924596984527574868,Item 208,Seller 65,Brand 14,Sector 6,Cata 3,461828622049,11367.468005503926,6390.891065362127,2022-02-20
434547085774980159,Item 237,Seller 131,Brand 2,Sector 1,Cata 11,808635378607,7698.378854079716,5778.861958786047,2023-02-13
032039548322562509,Item 53,Seller 26,Brand 10,Sector 8,Cata 2,625478666340,12973.111096715813,5941.446013951366,2022-09-21
974854626045517993,Item 280,Seller 181,Brand 14,Sector 2,Cata 19,189641764277,17154.580619629785,4923.156966119785,2023-08-23
141776596541048994,Item 217,Seller 159,Brand 16,Sector 5,Cata 2,100291035090,13373.201662891066,5496.280905282093,2023-01-27
567837463051510617,Item 252,Seller 26,Brand 10,Sector 4,Cata 13,383849224389,12169.424139661836,5779.058727660741,2024-07-10
360948748894776134,Item 188,Seller 23,Brand 13,Sector 3,Cata 2,443318778176,13241.837220871581,4787.698492220992,2023-03-27
106297724650538635,Item 41,Seller 30,Brand 12,Sector 2,Cata 5,147717833442,10329.619638353475,5252.6448854331,2023-05-31
523016622870962036,Item 157,Seller 10,Brand 2,Sector 6,Cata 2,739636283648,8619.330866912927,5717.527325196101,2022-02-28
767781072522292559,Item 15,Seller 72,Brand 15,Sector 2,Cata 20,243868136224,19571.659093879764,4414.259581746062,2022-12-26
668950558373192926,Item 65,Seller 64,Brand 4,Sector 5,Cata 1,797453069379,17666.17914996334,6241.843930332094,2022-05-10
149413452496924207,Item 9,Seller 150,Brand 1,Sector 4,Cata 6,251221336109,7594.98009233654,5833.742690475727,2023-07-10
642544945171076257,Item 129,Seller 143,Brand 10,Sector 8,Cata 4,460915027995,15673.566304194108,4927.88497466119,2024-08-30
551515912044178173,Item 136,Seller 123,Brand 17,Sector 4,Cata 16,552768058426,12331.835629517498,5475.858325295013,2023-08-04
707996414372828288,Item 63,Seller 105,Brand 3,Sector 2,Cata 2,862571028486,10649.38408876392,5738.028288597685,2022-02-22
710330567434567623,Item 139,Seller 184,Brand 1,Sector 3,Cata 19,425173310702,17539.16051186637,5565.215154420636,2022-11-07
968757611288198978,Item 81,Seller 74,Brand 2,Sector 1,Cata 8,544553314065,10583.834562556529,5470.81773953627,2023-12-10
905665024902005170,Item 163,Seller 148,Brand 7,Sector 2,Cata 8,373413155736,11273.96255390318,5442.674659975386,2024-01-07
657726153841489636,Item 289,Seller 105,Brand 12,Sector 2,Cata 3,070426855815,12444.732319167455,5887.659990082196,2023-03-04
675015535684407278,Item 261,Seller 47,Brand 5,Sector 6,Cata 9,958426211896,3827.457383667581,5907.95060287028,2024-01-06
274353237544077071,Item 231,Seller 87,Brand 17,Sector 6,Cata 6,246499085493,11366.076671163599,5849.560141662121,2023-01-31
911688671432041346,Item 41,Seller 53,Brand 15,Sector 1,Cata 3,537628810260,3078.146023134753,5853.0302496191725,2024-01-01
935936663049554711,Item 28,Seller 181,Brand 15,Sector 4,Cata 3,120353693913,12927.685842704519,5740.904311511774,2022-06-16
647710391108540204,Item 135,Seller 129,Brand 10,Sector 2,Cata 18,937015607208,12716.231937301265,5795.9405281275185,2023-08-31
872770672213821578,Item 201,Seller 2,Brand 7,Sector 2,Cata 2,770156623341,15877.209494997585,6340.215540560122,2022-12-06
464954391031641293,Item 268,Seller 58,Brand 8,Sector 1,Cata 3,401679584172,13128.877224311684,5443.68465698095,2023-05-24
242911719852115672,Item 33,Seller 147,Brand 10,Sector 5,Cata 11,833850345632,22882.698366508466,4650.946439767391,2023-03-01
301478214958221804,Item 48,Seller 190,Brand 2,Sector 8,Cata 3,681472984948,2939.0222401864976,6120.941182673849,2022-02-20
495010370571524536,Item 62,Seller 72,Brand 14,Sector 2,Cata 8,071629943017,9904.376103153556,5726.208063289598,2022-03-05
269314481947631340,Item 216,Seller 140,Brand 7,Sector 2,Cata 10,032631687270,15246.085301607709,5764.324334509339,2023-10-24
401590962558743489,Item 293,Seller 154,Brand 6,Sector 2,Cata 3,443413384271,15712.594883421178,5065.624998164908,2022-06-22
630288265602248438,Item 99,Seller 27,Brand 6,Sector 7,Cata 5,935026369293,7132.649725379265,4669.345845436971,2023-07-29
391943181812500406,Item 172,Seller 29,Brand 4,Sector 1,Cata 3,761898695276,15931.172341003112,5641.814853509813,2024-04-11
490535606002372865,Item 214,Seller 15,Brand 18,Sector 4,Cata 8,099652624346,2681.4610587871066,5369.959114213585,2023-10-02
230641406690921182,Item 35,Seller 174,Brand 4,Sector 6,Cata 20,972026987201,5973.944360357171,5490.78642237158,2023-07-13
888222112502062850,Item 227,Seller 129,Brand 18,Sector 2,Cata 6,063630631715,12057.338791613158,5237.661305771846,2022-10-29
058979025493132484,Item 101,Seller 60,Brand 12,Sector 4,Cata 16,072817746668,11400.963465623681,5527.760936490819,2023-10-13
984399284348433501,Item 131,Seller 107,Brand 17,Sector 1,Cata 15,755517480160,16272.318019023347,5163.174297103885,2023-09-01
465784220242213431,Item 257,Seller 185,Brand 10,Sector 5,Cata 18,181862321243,14460.445938085722,6249.315813524445,2024-04-05
043616344775897489,Item 5,Seller 3,Brand 18,Sector 2,Cata 18,545370409521,7811.388597209265,5402.773565788734,2023-12-06
130041234516863189,Item 218,Seller 115,Brand 6,Sector 8,Cata 1,859458032107,16292.16767497208,5930.188708957615,2023-07-05
272955737390783563,Item 255,Seller 146,Brand 12,Sector 7,Cata 5,634876882256,12753.97771972241,5737.228594765525,2023-11-13
451137881856705601,Item 283,Seller 52,Brand 2,Sector 5,Cata 19,000958585821,14138.74225099225,6149.122389121814,2022-12-30
170772209186843506,Item 207,Seller 60,Brand 9,Sector 4,Cata 10,575623161989,14009.048269430552,5589.277312765907,2022-05-08
450586933338518500,Item 15,Seller 34,Brand 12,Sector 5,Cata 2,278155455109,8786.619036664042,5960.242610366827,2022-06-03
823147426424290995,Item 42,Seller 96,Brand 13,Sector 2,Cata 3,861503758918,14945.271586494533,5860.841475030234,2023-09-25
567625011016943669,Item 179,Seller 89,Brand 7,Sector 2,Cata 3,115107647209,11716.199105552585,6275.325641480053,2023-07-07
054766422363436951,Item 63,Seller 60,Brand 2,Sector 1,Cata 19,854403808598,14535.177087744549,5855.491959108364,2022-03-25
531292393023618680,Item 231,Seller 154,Brand 14,Sector 5,Cata 10,173079836773,17448.37191424314,5111.9814514270165,2022-06-04
358848493221013054,Item 241,Seller 200,Brand 10,Sector 5,Cata 13,537080405066,9517.536563279216,5408.108993928842,2023-11-17
146148187657679402,Item 52,Seller 19,Brand 2,Sector 7,Cata 6,268521860736,15203.272359040366,4891.614208768865,2022-11-05
816634181286583212,Item 96,Seller 111,Brand 18,Sector 5,Cata 2,738863048618,8287.891258882362,5344.616254947873,2023-05-04
707745901281568295,Item 222,Seller 22,Brand 18,Sector 5,Cata 2,796765566691,7679.301917770621,4810.756221761224,2024-04-27
097029011720628118,Item 231,Seller 161,Brand 17,Sector 6,Cata 8,326729052795,9961.406002675998,5876.646161690854,2023-10-06
579632786992889560,Item 237,Seller 166,Brand 17,Sector 7,Cata 3,925946569804,9949.110491600435,4601.177906617279,2023-02-27
753809918245666127,Item 143,Seller 128,Brand 2,Sector 4,Cata 2,953343684341,12320.373107688196,4966.561296138756,2023-04-21
769659003037502115,Item 171,Seller 35,Brand 20,Sector 2,Cata 3,442160022715,4361.483085149643,5659.875103505861,2024-04-15
015692531083264501,Item 29,Seller 107,Brand 8,Sector 4,Cata 18,486302072979,12815.144284324757,5901.51253967679,2024-07-18
056750944986166189,Item 36,Seller 128,Brand 3,Sector 4,Cata 2,894387749861,9266.5539682735,4494.984844790285,2023-06-12
191836563749587451,Item 13,Seller 195,Brand 17,Sector 4,Cata 8,159878755439,541.3770192773063,5687.035010761654,2022-09-17
366134144585943673,Item 160,Seller 83,Brand 6,Sector 8,Cata 19,444980042956,12001.50276777702,5822.21594206257,2023-10-20
543003558245128216,Item 187,Seller 138,Brand 11,Sector 7,Cata 3,656885199718,17071.141954330567,4659.091355321118,2023-12-11
029298188956373261,Item 243,Seller 143,Brand 2,Sector 2,Cata 4,913180555595,15324.058315128916,4603.939780446112,2023-10-14
606958404092817233,Item 86,Seller 139,Brand 10,Sector 2,Cata 19,530388474378,9995.267772086017,5505.578951712547,2023-01-11
944251599887744943,Item 284,Seller 111,Brand 12,Sector 2,Cata 15,821646335008,7860.355537553309,5734.411121824102,2023-05-10
244540043560674323,Item 66,Seller 90,Brand 9,Sector 2,Cata 18,282009798778,14354.275878346398,5267.105607651885,2023-07-29
800852610129292850,Item 170,Seller 24,Brand 2,Sector 2,Cata 3,078467889224,7863.269071033359,5603.760270316739,2023-02-25
160526989380922573,Item 45,Seller 77,Brand 10,Sector 6,Cata 20,083529293896,9782.170925749258,5503.316066564866,2023-11-13
528923532653708668,Item 62,Seller 101,Brand 10,Sector 4,Cata 2,872346136090,22853.316606104614,6499.543538622434,2022-02-08
303768663832257644,Item 134,Seller 132,Brand 6,Sector 4,Cata 20,310072317399,17435.434861899696,4379.885886523973,2023-07-28
988335127356047875,Item 284,Seller 13,Brand 18,Sector 2,Cata 20,416057051835,9100.005230599818,5265.0135326139725,2024-02-24
342657122511425881,Item 28,Seller 185,Brand 9,Sector 4,Cata 10,365541582541,13425.547540529353,5304.970939451992,2022-10-17
503473798788067074,Item 108,Seller 98,Brand 17,Sector 6,Cata 13,405258546907,17970.955461695878,4643.807191790894,2022-08-19
973085219359868876,Item 44,Seller 120,Brand 2,Sector 5,Cata 18,978096817161,12339.368194730992,5678.796834172789,2022-02-01
318820692040255944,Item 286,Seller 37,Brand 6,Sector 1,Cata 4,131362995787,4546.823885249327,5218.686519508707,2022-06-09
667925888937685549,Item 128,Seller 48,Brand 4,Sector 6,Cata 9,428144714994,11721.100321366095,5053.334706916815,2022-04-21
641558322581881002,Item 231,Seller 199,Brand 9,Sector 2,Cata 20,702438194592,8863.833506188499,4874.159428174848,2023-07-09
130598977495796596,Item 190,Seller 1,Brand 2,Sector 5,Cata 2,143657052949,8968.998529517281,5549.14991258084,2024-02-12
653499460326362167,Item 225,Seller 60,Brand 9,Sector 2,Cata 20,283500408821,6655.068672022544,5742.743904154558,2024-03-07
163055623342615776,Item 283,Seller 140,Brand 7,Sector 5,Cata 18,926058876586,4500.052463705843,5411.20067269824,2023-12-17
974916749683494241,Item 121,Seller 149,Brand 6,Sector 1,Cata 18,526085857175,7169.409378986667,5955.428836867371,2023-02-01
918761491218589733,Item 116,Seller 139,Brand 14,Sector 4,Cata 2,703564375117,13818.547200629033,5686.931273612709,2022-11-05
725230072658186755,Item 233,Seller 44,Brand 18,Sector 5,Cata 3,252540819258,14965.117957918868,6405.365094775291,2022-05-15
853291446440490205,Item 259,Seller 115,Brand 6,Sector 2,Cata 20,988081846053,20672.343439954268,4954.400442036372,2022-01-17
603535051647005460,Item 198,Seller 186,Brand 15,Sector 7,Cata 2,315903042516,7611.831738040715,4790.699416772264,2022-09-17
954862975441308899,Item 137,Seller 108,Brand 15,Sector 1,Cata 15,203092589400,6115.457852158241,5802.072540764616,2024-03-03
349531361074224824,Item 165,Seller 44,Brand 10,Sector 6,Cata 18,558188231334,14460.52122599331,5363.60319079449,2024-04-21
797602053979461043,Item 225,Seller 78,Brand 18,Sector 2,Cata 3,555670012085,2648.8211810928406,4830.536034774592,2023-12-20
796778889012490119,Item 234,Seller 162,Brand 19,Sector 5,Cata 17,569268289127,80.71317552182882,5005.194501890474,2022-01-13
144422589927412928,Item 172,Seller 25,Brand 7,Sector 5,Cata 2,810904717367,14260.878550172394,5873.406807167596,2023-01-09
011525090320795312,Item 152,Seller 132,Brand 14,Sector 2,Cata 9,799737218090,5433.217186247256,5973.492865816284,2023-06-10
766707749727049015,Item 160,Seller 192,Brand 14,Sector 2,Cata 5,960797175932,6618.772591978281,5885.436179563156,2022-06-11
882965663892884657,Item 96,Seller 116,Brand 8,Sector 4,Cata 15,117153928055,13231.409284158099,5549.586555588,2022-03-12
827403941457176474,Item 233,Seller 119,Brand 6,Sector 6,Cata 19,605630508042,10413.507891737887,5385.308224777531,2022-07-20
957572916264076676,Item 180,Seller 144,Brand 18,Sector 8,Cata 2,364724944216,8703.933758465204,5408.523799796173,2023-12-14
153812821485741660,Item 113,Seller 10,Brand 16,Sector 1,Cata 8,087290819910,3546.4835095387607,5627.944265874392,2022-08-24
048064976310199468,Item 52,Seller 109,Brand 2,Sector 2,Cata 8,967402868876,7341.521798980371,5585.278488441988,2022-03-19
242763327555632533,Item 268,Seller 194,Brand 2,Sector 5,Cata 5,146173445778,7572.789696077567,5009.404639719518,2024-06-27
158839393893189188,Item 295,Seller 35,Brand 18,Sector 4,Cata 8,682818327293,8005.770722720686,6007.755660280253,2023-02-19
138178012353730452,Item 113,Seller 134,Brand 2,Sector 7,Cata 19,423739070948,13072.488501573942,5522.980106586912,2024-04-17
578404397420104535,Item 101,Seller 19,Brand 14,Sector 1,Cata 20,754972320563,11672.5009371383,4393.543801960465,2022-03-11
262615708779489228,Item 113,Seller 187,Brand 6,Sector 4,Cata 1,423169298868,8971.387816926472,4873.961708856516,2022-05-28
612958771057450588,Item 81,Seller 181,Brand 1,Sector 5,Cata 18,257401084922,10691.307625586967,5292.441320933878,2022-05-06
548217857662318283,Item 187,Seller 8,Brand 2,Sector 2,Cata 13,022882817317,18988.200936809077,5605.097690730241,2024-05-12
105527163594130957,Item 113,Seller 10,Brand 8,Sector 5,Cata 20,927184254117,11873.920577286737,5503.862862040236,2023-05-26
458967106953210894,Item 2,Seller 195,Brand 2,Sector 1,Cata 2,916455753603,17307.826258406887,5152.063774456144,2022-01-06
959629289805915148,Item 130,Seller 166,Brand 13,Sector 4,Cata 19,336978369881,7206.818931269731,6116.927685548464,2022-05-28
523288403735022039,Item 220,Seller 29,Brand 14,Sector 5,Cata 20,403443142704,9041.524226717127,5875.147841194553,2023-10-22
695982972527365771,Item 54,Seller 15,Brand 8,Sector 2,Cata 20,002312739876,8411.957822419372,5482.771032675133,2022-11-16
331280996826454928,Item 224,Seller 87,Brand 15,Sector 1,Cata 11,317474533765,11983.927440886451,4718.027888557823,2024-03-31
253635394799241273,Item 225,Seller 23,Brand 10,Sector 8,Cata 5,162083439817,12444.027570844064,5347.139669149153,2022-09-14
420606417907878280,Item 126,Seller 46,Brand 9,Sector 7,Cata 15,795542139597,12768.100406187303,5311.481699625816,2023-05-23
773255877435806701,Item 130,Seller 28,Brand 8,Sector 7,Cata 4,704594655791,0.0,4659.264180137197,2024-03-05
623289477865541040,Item 53,Seller 26,Brand 9,Sector 8,Cata 6,957296048123,5574.362853002037,5760.558276751261,2024-07-07
651885098123911650,Item 172,Seller 10,Brand 19,Sector 2,Cata 8,085263804446,11312.596031722856,5594.0275102810865,2023-03-01
896102469087696750,Item 218,Seller 175,Brand 14,Sector 2,Cata 4,406069724627,19344.112100951847,5015.309738563109,2022-07-14
822434718905782886,Item 160,Seller 4,Brand 6,Sector 1,Cata 5,417870260656,7482.621908117528,5624.077812592319,2023-07-27
822818246216226381,Item 198,Seller 55,Brand 15,Sector 6,Cata 1,704798323396,21153.053312530574,5988.787489088137,2023-03-06
149720741320004656,Item 247,Seller 66,Brand 7,Sector 5,Cata 3,777962523807,3339.1083380116916,5755.384321036381,2023-04-06
419159888143930861,Item 203,Seller 67,Brand 2,Sector 5,Cata 8,692017317702,11224.709108286866,5207.301868607376,2023-06-09
848882038795139586,Item 184,Seller 135,Brand 10,Sector 7,Cata 3,116029088550,9199.1013332544,6698.412199331773,2022-07-31
966595874687377953,Item 123,Seller 55,Brand 15,Sector 4,Cata 18,662024662879,7528.514353609022,5718.041475733407,2022-10-10
982320304060769334,Item 255,Seller 31,Brand 8,Sector 2,Cata 10,449317876438,14508.029740006783,5187.222187441894,2022-12-21
668152353735686977,Item 294,Seller 74,Brand 17,Sector 2,Cata 18,411085145289,9620.975063648668,6314.741668081806,2024-01-22
812520533140604409,Item 280,Seller 19,Brand 8,Sector 2,Cata 2,988437121191,2472.1973508708206,4601.299082284066,2023-11-16
407369970422171103,Item 98,Seller 156,Brand 7,Sector 2,Cata 19,887106399777,196.21467602864686,4916.686143963496,2023-07-11
841894056542236965,Item 198,Seller 81,Brand 20,Sector 2,Cata 20,412080105045,4694.124598125196,5253.302102900097,2024-08-04
517619992355098982,Item 240,Seller 156,Brand 10,Sector 5,Cata 6,894830467989,13163.676629649031,5987.155557311173,2024-06-05
805722237080156590,Item 144,Seller 147,Brand 17,Sector 2,Cata 3,064390747743,8992.197247821128,5168.931393464582,2022-08-01
639038140370498287,Item 97,Seller 87,Brand 17,Sector 5,Cata 15,328463284120,15176.126244450359,5436.819579110455,2022-02-03
067488035048713688,Item 201,Seller 20,Brand 18,Sector 4,Cata 15,458949568527,9261.269396207812,5039.869861672916,2022-12-25
749816196553045192,Item 124,Seller 13,Brand 2,Sector 8,Cata 2,720165881613,11391.305431997589,5850.630384249093,2022-10-18
063834346205279255,Item 187,Seller 77,Brand 6,Sector 5,Cata 20,886752560950,17550.443374044946,5737.998895014082,2023-07-06
763376412346503303,Item 259,Seller 43,Brand 16,Sector 8,Cata 8,659599373145,9066.035329211476,4773.875243990821,2024-01-24
629268176845762042,Item 148,Seller 139,Brand 12,Sector 2,Cata 18,795334674341,19795.199020493645,5476.551886914331,2022-03-16
150885945952185803,Item 252,Seller 176,Brand 12,Sector 2,Cata 6,351007748555,13397.391677257303,5626.185251356488,2023-12-12
005984086360928451,Item 147,Seller 143,Brand 4,Sector 4,Cata 3,225607712850,5285.797537198817,5405.623636741642,2022-04-07
368696456166247350,Item 148,Seller 145,Brand 6,Sector 2,Cata 2,639847023690,3973.2006548228655,5464.828667280424,2022-08-05
386799607844244926,Item 199,Seller 182,Brand 11,Sector 4,Cata 3,583218503071,2799.588188567117,5155.03888593476,2024-05-10
193070167565997374,Item 128,Seller 50,Brand 6,Sector 2,Cata 20,552170001841,10184.257280447891,5915.281125249202,2023-10-31
708424266105134538,Item 39,Seller 28,Brand 6,Sector 4,Cata 16,824819958983,1850.716374276165,5118.042490525707,2024-03-27
008157944256726864,Item 129,Seller 4,Brand 2,Sector 8,Cata 18,949409716990,18846.02449886324,5971.60843548417,2024-01-09
326150030617309690,Item 267,Seller 22,Brand 3,Sector 2,Cata 20,753322747242,21194.93412617877,5499.055587713099,2022-11-22
351865974592558293,Item 151,Seller 119,Brand 16,Sector 8,Cata 2,312532204864,1990.1072957919687,5251.743983928112,2023-08-30
647850062321404183,Item 298,Seller 101,Brand 15,Sector 2,Cata 3,116011009929,11255.912320426305,5469.6964950352685,2022-08-18
118582166259450959,Item 99,Seller 39,Brand 2,Sector 2,Cata 20,388188692488,189.79846834797536,5542.517623754052,2023-05-08
101355846288647950,Item 263,Seller 34,Brand 5,Sector 4,Cata 11,923401003400,13553.804796978715,5327.147697263826,2024-03-28
577135668704658038,Item 252,Seller 97,Brand 12,Sector 6,Cata 15,921286380408,14717.298999143433,5310.222756846332,2023-12-22
819026765147481249,Item 144,Seller 44,Brand 6,Sector 5,Cata 8,485347808079,9986.692033363217,4998.876907981319,2023-08-06
405403849909764985,Item 112,Seller 170,Brand 17,Sector 5,Cata 19,841257058423,11495.40797471785,6219.078790534148,2023-04-30
983324935406964389,Item 60,Seller 40,Brand 16,Sector 2,Cata 9,210246776470,6702.159976495733,5095.043826430759,2024-02-01
393410525756167852,Item 2,Seller 97,Brand 18,Sector 1,Cata 19,247100262147,10218.982040854904,4891.354418673285,2023-03-13
